"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"2653","Published",2652,"The Society for Vascular Surgery clinical practice guidelines on popliteal artery aneurysms.",TRUE,"Farber A, Angle N, Avgerinos E, Dubois L, Eslami M, Geraghty P, Haurani M, Jim J, Ketteler E, Pulli R, Siracuse JJ, Murad MH. The Society for Vascular Surgery clinical practice guidelines on popliteal artery aneurysms. J Vasc Surg. 2022 Jan;75(1S) 109S-120S.  [68 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34023430/  PubMed )","[c719f1803ea795d3dc9f11b0f7a610a3,]","[Society for Vascular Surgery (SVS), ]","https //www.jvascsurg.org/action/showPdf?pii=S0741-5214%2821%2900680-7","2022 Jan",2022
"2654","Published",2653,"Society for Vascular Surgery clinical practice guidelines for management of extracranial cerebrovascular disease.",TRUE,"AbuRahma AF, Avgerinos ED, Chang RW, Darling 3rd RC, Duncan AA, Forbes TL, Malas MB, Murad MH, Perler BA, Powell RJ, Rockman CB, Zhou W. Society for Vascular Surgery clinical practice guidelines for management of extracranial cerebrovascular disease. J Vasc Surg. 2022 Jan;75(1S) 4S-22S.  [141 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34153348/  PubMed )","[c719f1803ea795d3dc9f11b0f7a610a3,]","[Society for Vascular Surgery (SVS), ]","https //www.jvascsurg.org/action/showPdf?pii=S0741-5214%2821%2900893-4","2022 Jan",2022
"2655","Published",2654,"Thromboprophylaxis in patients with COVID-19. A brief update to the CHEST guideline and Expert Panel Report.",FALSE,"Moores LK, Tritschler T, Brosnahan S, Carrier M, Collen JF, Doerschug K, Holley AB, Iaccarino J, Jimenez D, LeGal G, Rali P, Wells P. Thromboprophylaxis in Patients With COVID-19  A Brief Update to the CHEST Guideline and Expert Panel Report. Chest. 2022 Jul;162(1) 213-225.  [25 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35167861/  PubMed )","[559be959fc193f71f2a89514cbde82b0,]","[American College of Chest Physicians (CHEST), ]","https //journal.chestnet.org/action/showPdf?pii=S0012-3692%2822%2900250-1","2022 Jul",2022
"2656","Published",2655,"ISUOG practice guidelines (updated)  sonographic examination of the fetal central nervous system. Part 2  performance of targeted neurosonography.",FALSE,"Paladini D, Malinger G, Birnbaum R, Monteagudo A, Pilu G, Salomon L, Timor-Tritsch IE. ISUOG practice guidelines (updated)  sonographic examination of the fetal central nervous system. Part 2  performance of targeted neurosonography. Ultrasound Obstet Gynecol. 2021 Apr;57(4) 661-671.  [46 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33734522/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.23616","2021 Apr",2021
"2657","Published",2656,"ISUOG practice guidelines (updated)  sonographic examination of the fetal central nervous system. Part 1  performance of screening examination and indications for targeted neurosonography.",FALSE,"Malinger G, Paladini D, Haratz KK, Monteagudo A, Pilu GL, Timor-Tritsch IE. ISUOG practice guidelines (updated)  sonographic examination of the fetal central nervous system. Part 1  performance of screening examination and indications for targeted neurosonography. Ultrasound Obstet Gynecol. 2020 Sep;56(3) 476-484.  [42 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32870591/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.22145","2020 Sep",2020
"2658","Published",2657,"ISUOG practice guidelines  diagnosis and management of small-for-gestational-age fetus and fetal growth restriction.",FALSE,"Lees CC, Stampalija T, Baschat A, da Silva Costa F, Ferrazzi E, Figueras F, Hecher K, Kingdom J, Poon LC, Salomon LJ, Unterscheider J. ISUOG practice guidelines  diagnosis and management of small-for-gestational-age fetus and fetal growth restriction. Ultrasound Obstet Gynecol. 2020 Aug;56(2) 298-312.  [130 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32738107/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.22134","2020 Aug",2020
"2659","Published",2658,"ISUOG practice guidelines  role of ultrasound in congenital infection.",FALSE,"Khalil A, Sotiriadis A, Chaoui R, da Silva Costa F, D Antonio F, Heath PT, Jones C, Malinger G, Odibo A, Prefumo F, Salomon LJ, Wood S, Ville Y. ISUOG practice guidelines  role of ultrasound in congenital infection. Ultrasound Obstet Gynecol. 2020 Jul;56(1) 128-151.  [203 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32400006/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.21991","2020 Jul",2020
"2660","Published",2659,"ISUOG practice guidelines  role of ultrasound in screening for and follow-up of pre-eclampsia.",FALSE,"Sotiriadis A, Hernandez-Andrade E, da Silva Costa F, Ghi T, Glanc P, Khalil A, Martins WP, Odibo AO, Papageorghiou AT, Salomon LJ, Thilaganathan B. ISUOG practice guidelines  role of ultrasound in screening for and follow-up of pre-eclampsia. Ultrasound Obstet Gynecol. 2019 Jan;53(1) 7-22.  [181 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30320479/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.20105","2019 Jan",2019
"2661","Archived",2660,"ISUOG practice guidelines  intrapartum ultrasound.",FALSE,"Ghi T, Eggebø T, Lees C, Kalache K, Rozenberg P, Youssef A, Salomon LJ, Tutschek B. ISUOG practice guidelines  intrapartum ultrasound. Ultrasound Obstet Gynecol. 2018 Jul;52(1) 128-139.  [93 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29974596/  PubMed )","[ko3q1FcWsjcr9DTDlQH6M,]","[International Society of Ultrasound in Obstetrics and Gynecology (ISUOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1002/uog.19072","2018 Jul",2018
"2662","Published",2661,"Management of perceived devastating brain injury after hospital admission  a consensus statement.",FALSE,"Intensive Care Society (ICS). Management of perceived devastating brain injury after hospital admission  a consensus statement. London (UK)  Intensive Care Society (ICS); 2018 Jan. 19 p.  [45 references ]","[6893ed79de05003c864c80e5a216c53c,]","[Intensive Care Society (ICS), ]","https //www.ics.ac.uk/Society/Guidance/PDFs/Devastating_Brain_Injury","2018 Jan",2018
"2663","Published",2662,"Care of the critically ill woman in childbirth; enhanced maternal care.",FALSE,"Intensive Care Society (ICS). Care of the critically ill woman in childbirth; enhanced maternal care. London (UK)  Intensive Care Society (ICS); 2018 Aug. 27 p.  [27 references ]","[6893ed79de05003c864c80e5a216c53c,]","[Intensive Care Society (ICS), ]","https //www.ics.ac.uk/Society/Guidance/PDFs/Care_of_Critically_Ill_Women_in_Childbirth","2018 Aug",2018
"2664","Published",2663,"Guidance for  the use of physical restraints in UK adult intensive care units.",FALSE,"Intensive Care Society (ICS). Guidance for  the use of physical restraints in UK adult intensive care units. London (UK)  Intensive Care Society (ICS); 2021 Mar. 14 p.  [23 references ]","[6893ed79de05003c864c80e5a216c53c,]","[Intensive Care Society (ICS), ]","https //www.ics.ac.uk/Society/Guidance/PDFs/Physical_Restraints_Guidance","2021 Mar",2021
"2665","Published",2664,"Guidelines on the management of acute respiratory distress syndrome.",TRUE,"Faculty of Intensive Care Medicine (FICM). Guidelines on the management of acute respiratory distress syndrome. London (UK)  Faculty of Intensive Care Medicine (FICM); 54 p.  [148 references ]","[1dp3aGuhrwvSfbZbA3yaFa,6893ed79de05003c864c80e5a216c53c,]","[Faculty of Intensive Care Medicine (FICM), Intensive Care Society (ICS), ]","https //www.ficm.ac.uk/sites/ficm/files/documents/2021-10/Guidelines_on_the_Management_of_Acute_Respiratory_Distress_Syndrome.pdf","2018 Jul",2018
"2666","Published",2665,"AGA clinical practice guideline on systemic therapy for hepatocellular carcinoma.",FALSE,"Su GL, Altayar O, O Shea R, Shah R, Estfan B, Wenzell C, Sultan S, Falck-Ytter Y. AGA clinical practice guideline on systemic therapy for hepatocellular carcinoma. Gastroenterology. 2022 Mar;162(3) 920-934.  [35 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35210014/  PubMed )","[355227a398fcdf8fee1c6b32886dccf1,]","[American Gastroenterological Association (AGA) Institute, ]","https //www.gastrojournal.org/action/showPdf?pii=S0016-5085%2821%2904172-X","2022 Mar",2022
"2667","Published",2666,"Somatic genomic testing in patients with metastatic or advanced cancer  ASCO provisional clinical opinion.",FALSE,"Chakravarty D, Johnson A, Sklar J, Lindeman NI, Moore K, Ganesan S, Lovly CM, Perlmutter J, Gray SW, Hwang J, Lieu C, André F, Azad N, Borad M, Tafe L, Messersmith H, Robson M, Meric-Bernstam F. Somatic genomic testing in patients with metastatic or advanced cancer  ASCO provisional clinical opinion. J Clin Oncol. 2022 Apr 10;40(11) 1231-1258.  [220 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35175857/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]","https //ascopubs.org/doi/pdf/10.1200/JCO.21.02767","2022 Apr 10",2022
"2668","Published",2667,"Molecular biomarker testing for the diagnosis of diffuse gliomas  guideline from the College of American Pathologists in collaboration with the American Association of Neuropathologists, Association for Molecular Pathology, and Society for Neuro-Oncology.",FALSE,"Brat DJ, Aldape K, Bridge JA, Canoll P, Colman H, Hameed MR, Harris BT, Hattab EM, Huse JT, Jenkins RB, Lopez-Terrada DH, McDonald WC, Rodriguez FJ, Souter LH, Colasacco C, Thomas NE, Hawks Yount M, van den Bent MJ, Perry A. Molecular biomarker testing for the diagnosis of diffuse gliomas  guideline from the College of American Pathologists in collaboration with the American Association of Neuropathologists, Association for Molecular Pathology, and Society for Neuro-Oncology. Arch Pathol Lab Med. 2022 May 1;146(5) 547-574.  [196 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35175291/  PubMed )","[c10dd406df8f472bf9ffa892331e3f65,2ZGK5GgMNTSC6JIIMeW7uf,ca43dbc5805494ac67238d6cb817b461,1hKDn4zGSipmHdPky37hDT,]","[College of American Pathologists (CAP), American Association of Neuropathologists (AANP), Association for Molecular Pathology (AMP), Society for Neuro-Oncology (SNO), ]","https //meridian.allenpress.com/aplm/article-pdf/146/5/547/3047743/i1543-2165-146-5-547.pdf","2022 May 1",2022
"2669","Published",2668,"Eating disorders. A national clinical guideline.",FALSE,"Scottish Intercollegiate Guidelines Network (SIGN). Eating disorders. A national clinical guideline. Edingburgh (Scotland)  Scottish Intercollegiate Guidelines Network (SIGN); 2022 Jan. 79 p.  [230 references ] (SIGN guideline; no. 164)","[88f8c08bf65b314753f36d3c93902a25,]","[Scottish Intercollegiate Guidelines Network (SIGN), ]","https //www.sign.ac.uk/media/1920/sign-164-eating-disorders.pdf","2022 Jan",2022
"2670","Published",2669,"2021 American College of Rheumatology/Vasculitis Foundation guideline for the management of Kawasaki disease.",TRUE,"Gorelik M, Chung SA, Ardalan K, Binstadt BA, Friedman K, Hayward K, Imundo LF, Lapidus SK, Kim S, Son MB, Sule S, Tremoulet AH, Van Mater H, Yildirim-Toruner C, Langford CA, Maz M, Abril A, Guyatt G, Archer AM, Conn DL, Full KA, Grayson PC, Ibarra MF, Merkel PA, Rhee RL, Seo P, Stone JH, Sundel RP, Vitobaldi OI, Warner A, Byram K, Dua AB, Husainat N, James KE, Kalot M, Chang Lin Y, Springer J, Turgunbaev M, Villa-Forte A, Turner AS, Mustafa RA. 2021 American College of Rheumatology/Vasculitis Foundation guideline for the management of Kawasaki disease. Arthritis Rheumatol. 2022 Apr;74(4) 586-596. [PubMed](https //pubmed.ncbi.nlm.nih.gov/35257501/  PubMed )","[72e00650628391a3c0f29a5fc554534f,4GwdBg6VwiIbpr0CJ9KZaY,]","[American College of Rheumatology (ACR), Vasculitis Foundation, ]","https //assets.contentstack.io/v3/assets/bltee37abb6b278ab2c/blt0c975518e4605590/6331e1be75c0be225b8d638a/kawasaki-disease-guideline-2021.pdf","2022 Apr",2022
"2671","Published",2670,"Interim guidance  4-month rifapentine-moxifloxacin regimen for the treatment of drug-susceptible pulmonary tuberculosis — United States, 2022.",FALSE,"Carr W, Kurbatova E, Starks A, Goswami N, Allen L, Winston C. Interim guidance  4-month rifapentine-moxifloxacin regimen for the treatment of drug-susceptible pulmonary tuberculosis — United States, 2022. MMWR Morb Mortal Wkly Rep. 2022 Feb 25;71(8) 285-289.  [8 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35202353/  PubMed )","[687ee859561fa9e649d2bf9a3f84bfcd,]","[Centers for Disease Control and Prevention (CDC), ]","https //www.cdc.gov/mmwr/volumes/71/wr/pdfs/mm7108a1-H.pdf","2022 Feb 25",2022
"2672","Published",2671,"Use of SARS-CoV-2 antigen-detection rapid diagnostic tests for COVID-19 self-testing  interim guidance.",FALSE,"World Health Organization (WHO). Use of SARS-CoV-2 antigen-detection rapid diagnostic tests for COVID-19 self-testing  interim guidance. Geneva (Switzerland)  World Health Organization (WHO); 2022 Mar 9. 16 p.  [41 references ]","[4dae77f6329f57c8a923a1c944661c1f,]","[World Health Organization (WHO), ]","https //apps.who.int/iris/rest/bitstreams/1413257/retrieve","2022 Mar 9",2022
"2673","Published",2672,"Cervical cerclage  green-top guideline no. 75.",FALSE,"Shennan AH, Story L. Cervical cerclage  green-top guideline no. 75. BJOG. 2022 Jun;129(7) 1178-1210.  [89 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35199905/  PubMed )","[f6e82df2ae768c94f5cd33f96efee28a,]","[Royal College of Obstetricians and Gynaecologists (RCOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1111/1471-0528.17003","2022 Jun",2022
"2674","Published",2673,"Antenatal corticosteroids to reduce neonatal morbidity and mortality  green-top guideline no. 74.",FALSE,"Stock SJ, Thomson AJ, Papworth S. Antenatal corticosteroids to reduce neonatal morbidity and mortality  green-top guideline no. 74. BJOG. 2022 Jul;129(8) e35-e60.  [75 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35172391/  PubMed )","[f6e82df2ae768c94f5cd33f96efee28a,]","[Royal College of Obstetricians and Gynaecologists (RCOG), ]","https //obgyn.onlinelibrary.wiley.com/doi/epdf/10.1111/1471-0528.17027","2022 Jul",2022
"2675","Published",2674,"American Society of Plastic Surgeons evidence-based clinical practice guideline revision  reduction mammaplasty.",TRUE,"Perdikis G, Dillingham C, Boukovalas S, Ogunleye AA, Casambre F, Dal Cin A, Davidson C, Davies CC, Donnelly KC, Fischer JP, Johnson DJ, Labow BI, Maasarani S, Mullen K, Reiland J, Rohde C, Slezak S, Taylor A, Visvabharathy V, Yoon-Schwartz D. American Society of Plastic Surgeons evidence-based clinical practice guideline revision  reduction mammaplasty. Plast Reconstr Surg. 2022 Mar 1;149(3) 392e-409e.  [101 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35006204/  PubMed )","[8a5d506f29cd003e748043c813a0cfc8,]","[American Society of Plastic Surgeons (ASPS), ]","https //journals.lww.com/plasreconsurg/Fulltext/2022/03000/American_Society_of_Plastic_Surgeons.9.aspx","2022 Mar 1",2022
"2676","Published",2675,"Plasma exchange and glucocorticoid dosing for patients with ANCA-associated vasculitis  a clinical practice guideline.",TRUE,"Zeng L, Walsh M, Guyatt GH, Siemieniuk RAC, Collister D, Booth M, Brown P, Farrar L, Farrar M, Firth T, Fussner LA, Kilian K, Little MA, Mavrakanas TA, Mustafa RA, Piram M, Stamp LK, Xiao Y, Lytvyn L, Agoritsas T, Vandvik PO, Mahr A. Plasma exchange and glucocorticoid dosing for patients with ANCA-associated vasculitis  a clinical practice guideline. BMJ. 2022 Feb 25;376 e064597.  [31 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35217581/  PubMed )","[74smyt1mHdgC6yqewERRvc,]","[MAGIC-BMJ, ]","https //www.bmj.com/content/bmj/376/bmj-2021-064597.full.pdf","2022 Feb 25",2022
"2677","Published",2676,"ACG clinical guidelines  management of benign anorectal disorders.",FALSE,"Wald A, Bharucha AE, Limketkai B, Malcolm A, Remes-Troche JM, Whitehead WE, Zutshi M. ACG clinical guidelines  management of benign anorectal disorders. Am J Gastroenterol. 2021 Oct 1;116(10) 1987-2008.  [276 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34618700/  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2021/10000/ACG_Clinical_Guidelines__Management_of_Benign.13.aspx?context=FeaturedArticles&collectionId=2","2021 Oct 1",2021
"2678","Published",2677,"ACG clinical guideline for the diagnosis and management of gastroesophageal reflux disease.",FALSE,"Katz PO, Dunbar KB, Schnoll-Sussman FH, Greer KB, Yadlapati R, Spechler SJ. ACG clinical guideline for the diagnosis and management of gastroesophageal reflux disease. Am J Gastroenterol. 2022 Jan 1;117(1) 27-56.  [324 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34807007/  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2022/01000/ACG_Clinical_Guideline_for_the_Diagnosis_and.14.aspx","2022 Jan 1",2022
"2679","Published",2678,"Acute-on-chronic liver failure clinical guidelines.",FALSE,"Bajaj JS, O Leary JG, Lai JC, Wong F, Long MD, Wong RJ, Kamath PS. Acute-on-chronic liver failure clinical guidelines. Am J Gastroenterol. 2022 Feb 1;117(2) 225-252.  [205 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35006099/  PubMed )","[0b06cf30fe01a98c3ea4bca89ea03839,]","[American College of Gastroenterology (ACG), ]","https //journals.lww.com/ajg/Fulltext/2022/02000/Acute_on_Chronic_Liver_Failure_Clinical_Guidelines.15.aspx","2022 Feb 1",2022
"2680","Published",2679,"Retinopathy, neuropathy, and foot care  standards of care in diabetes-2023.",FALSE,"ElSayed NA, Aleppo G, Aroda VR, Bannuru RR, Brown FM, Bruemmer D, Collins BS, Hilliard ME, Isaacs D, Johnson EL, Kahan S, Khunti K, Leon J, Lyons SK, Perry ML, Prahalad P, Pratley RE, Jeffrie Seley J, Stanton RC, Gabbay RA. Retinopathy, neuropathy, and foot care  standards of care in diabetes-2023. Diabetes Care. 2023 Jan 1;46(Supplement_1) S203-S215.  [107 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36507636/  PubMed )","[7sCGSNbl55CdF1kVOnJPgm,]","[American Diabetes Association (ADA), ]","https //diabetesjournals.org/care/article-pdf/46/Supplement_1/S203/693579/dc23s012.pdf","2023 Jan 1",2023
"2681","Published",2680,"Final recommendation statement  eating disorders in adolescents and adults  screening.",TRUE,"U.S. Preventive Services Task Force (USPSTF). Final recommendation statement  eating disorders in adolescents and adults  screening.  [internet ] Rockville (MD)  U.S. Preventive Services Task Force (USPSTF); 2022 Mar 15.  [31 references ]","[776d8e4a948e573892bf43977e4ee9f8,]","[U.S. Preventive Services Task Force (USPSTF), ]","https //www.uspreventiveservicestaskforce.org/uspstf/recommendation/screening-eating-disorders-adolescents-adults","2022 Mar 15",2022
"2682","Published",2681,"2021 update of the AGIHO guideline on evidence-based management of COVID-19 in patients with cancer regarding diagnostics, viral shedding, vaccination and therapy.",FALSE,"Giesen N, Sprute R, Rüthrich M, Khodamoradi Y, Mellinghoff SC, Beutel G, Lueck C, Koldehoff M, Hentrich M, Sandherr M, von Bergwelt-Baildon M, Wolf HH, Hirsch HH, Wörmann B, Cornely OA, Köhler P, Schalk E, von Lilienfeld-Toal M. 2021 update of the AGIHO guideline on evidence-based management of COVID-19 in patients with cancer regarding diagnostics, viral shedding, vaccination and therapy. Eur J Cancer. 2021 Apr;147 154-160.  [41 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33676266/  PubMed )","[1Z2RWGeN1YFJIrlON3bmFK,]","[German Society for Haematology and Medical Oncology (DGHO), ]","https //www.sciencedirect.com/science/article/pii/S095980492100054X","2021 Apr",2021
"2683","Published",2682,"WHO guidelines for malaria.",FALSE,"World Health Organization (WHO). WHO guidelines for malaria. Geneva (Switzerland)  World Health Organization (WHO); 2022 Nov 25. 425 p.  [254 references ]","[4dae77f6329f57c8a923a1c944661c1f,]","[World Health Organization (WHO), ]","https //apps.who.int/iris/rest/bitstreams/1480662/retrieve","2022 Nov 25",2022
"2684","Published",2683,"WHO consolidated guidelines on tuberculosis module 5  management of tuberculosis in children and adolescents.",FALSE,"World Health Organization (WHO). WHO consolidated guidelines on tuberculosis module 5  management of tuberculosis in children and adolescents. Geneva (Switzerland)  World Health Organization (WHO); 2022 Mar 21. 101 p.  [127 references ]","[4dae77f6329f57c8a923a1c944661c1f,]","[World Health Organization (WHO), ]","https //apps.who.int/iris/rest/bitstreams/1414329/retrieve","2022 Mar 21",2022
"2685","Published",2684,"Stroke prevention in symptomatic large artery intracranial atherosclerosis practice advisory  report of the AAN Guideline Subcommittee.",TRUE,"Turan TN, Zaidat OO, Gronseth GS, Chimowitz MI, Culebras A, Furlan AJ, Goldstein LB, Gonzalez NR, Latorre JG, Messé SR, Nguyen TN, Sangha RS, Schneck MJ, Singhal AB, Wechsler LR, Rabinstein AA, Dolan O Brien M, Silsbee H, Fletcher JJ. Stroke prevention in symptomatic large artery intracranial atherosclerosis practice advisory  report of the AAN Guideline Subcommittee. Neurology. 2022 Mar 22;98(12) 486-498.  [60 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35314513/  PubMed )","[fcef653d3ad4cc5aa99a27837276a3a1,]","[American Academy of Neurology (AAN), ]","https //n.neurology.org/content/neurology/98/12/486.full.pdf","2022 Mar 22",2022
"2686","Published",2685,"American Academy of Orthopaedic Surgeons clinical practice guideline for prevention of surgical site infections after major extremity trauma.",TRUE,"American Academy of Orthopaedic Surgeons (AAOS). American Academy of Orthopaedic Surgeons clinical practice guideline for prevention of surgical site infections after major extremity trauma. Rosemont (IL)  American Academy of Orthopaedic Surgeons (AAOS); 2022 Mar 21. 70 p.  [154 references ]","[a886fc8b853e4923bdc11a94dd4c1b04,4kvfXditewME8g28uYIGCQ,]","[American Academy of Orthopaedic Surgeons (AAOS), Major Extremity Trauma and Rehabilitation Consortium (METRC), ]","https //www.aaos.org/globalassets/quality-and-practice-resources/dod/ssitrauma/ssitraumacpg.pdf","2022 Mar 21",2022
"2687","Published",2686,"American Academy of Orthopaedic Surgeons appropriate use criteria for prevention of surgical site infections after major extremity trauma.",TRUE,"American Academy of Orthopaedic Surgeons (AAOS). American Academy of Orthopaedic Surgeons appropriate use criteria for prevention of surgical site infections after major extremity trauma. Rosemont (IL)  American Academy of Orthopaedic Surgeons (AAOS); 2022 Mar 21. 58 p.  [6 references ]","[a886fc8b853e4923bdc11a94dd4c1b04,4kvfXditewME8g28uYIGCQ,]","[American Academy of Orthopaedic Surgeons (AAOS), Major Extremity Trauma and Rehabilitation Consortium (METRC), ]","https //www.aaos.org/globalassets/quality-and-practice-resources/dod/ssitrauma/ssitraumaauc.pdf","2022 Mar 21",2022
"2688","Published",2687,"Stereotactic radiosurgery for postoperative spine malignancy  a systematic review and International Stereotactic Radiosurgery Society practice guidelines.",TRUE,"Faruqi S, Chen H, Fariselli L, Levivier M, Ma L, Paddick I, Pollock BE, Regis J, Sheehan J, Suh J, Yomo S, Sahgal A. Stereotactic radiosurgery for postoperative spine malignancy  a systematic review and International Stereotactic Radiosurgery Society practice guidelines. Pract Radiat Oncol. Mar-Apr 2022;12(2) e65-e78.  [49 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34673275/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //www.practicalradonc.org/action/showPdf?pii=S1879-8500%2821%2900282-4","2022 Mar-Apr",2022
"2689","Published",2688,"Stereotactic radiosurgery for intracranial noncavernous sinus benign meningioma  International Stereotactic Radiosurgery Society systematic review, meta-analysis and practice guideline.",FALSE,"Marchetti M, Sahgal A, De Salles AAF, Levivier M, Ma L, Paddick I, Pollock BE, Regis J, Sheehan J, Suh JH, Yomo S, Fariselli L. Stereotactic radiosurgery for intracranial noncavernous sinus benign meningioma  International Stereotactic Radiosurgery Society systematic review, meta-analysis and practice guideline. Neurosurgery. 2020 Nov;87(5) 879-890.  [38 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32463867/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //journals.lww.com/neurosurgery/Fulltext/2020/11000/Stereotactic_Radiosurgery_for_Intracranial.4.aspx","2020 Nov",2020
"2690","Published",2689,"Stereotactic radiosurgery for non-functioning pituitary adenomas  meta-analysis and International Stereotactic Radiosurgery Society practice opinion.",TRUE,"Kotecha R, Sahgal A, Rubens M, De Salles A, Fariselli L, Pollock BE, Levivier M, Ma L, Paddick I, Regis J, Sheehan J, Yomo S, Suh JH. Stereotactic radiosurgery for non-functioning pituitary adenomas  meta-analysis and International Stereotactic Radiosurgery Society practice opinion. Neuro Oncol. 2020 Mar 5;22(3) 318-332.  [69 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31790121/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //academic.oup.com/neuro-oncology/article-pdf/22/3/318/32794884/noz225.pdf","2020 Mar 5",2020
"2691","Published",2690,"Stereotactic radiosurgery for trigeminal neuralgia  a systematic review  International Stereotactic Radiosurgery Society practice guidelines.",TRUE,"Tuleasca C, Régis J, Sahgal A, De Salles A, Hayashi M, Ma L, Martínez-Álvarez R, Paddick I, Ryu S, Slotman BJ, Levivier M. Stereotactic radiosurgery for trigeminal neuralgia  a systematic review  International Stereotactic Radiosurgery Society practice guidelines. J Neurosurg. 2018 Apr 27;130(3) 733-757.  [149 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29701555/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //thejns.org/downloadpdf/journals/j-neurosurg/130/3/article-p733.xml","2018 Apr 27",2018
"2692","Published",2691,"Stereotactic radiosurgery for tremor  systematic review  International Stereotactic Radiosurgery Society practice guidelines.",TRUE,"Martínez-Moreno NE, Sahgal A, De Salles A, Hayashi M, Levivier M, Ma L, Paddick I, Régis J, Ryu S, Slotman BJ, Martínez-Álvarez R. Stereotactic radiosurgery for tremor  systematic review  International Stereotactic Radiosurgery Society practice guidelines. J Neurosurg. 2019 Feb;130(2) 589-600.  [87 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29473775/  PubMed )","[7Gw8L3ntsq77czG2USuIe7,]","[International Stereotactic Radiosurgery Society (ISRS), ]","https //thejns.org/downloadpdf/journals/j-neurosurg/130/2/article-p589.xml","2019 Feb",2019
